respondent_id,age,gender,financial_literacy,need_for_cognition,tech_disposition,condition,scenario_id,presentation_position,loan_amount,applicant_credit_score,ai_recommendation,ai_confidence,ai_correct,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,participant_decision,trust_composite,agree_with_ai,response_time_sec,response_timestamp,attention_check_passed,calibration_label
P04289f3c36,33,male,3,4.48,4.45,counterfactual,1,7,8000,610,deny,82,True,7,7,7,7,6,7,7,7,7,7,7,7,deny,6.92,True,17.2,2026-01-20T20:31:03,True,calibrated
P04289f3c36,33,male,3,4.48,4.45,counterfactual,8,8,18000,600,approve,55,False,2,2,2,4,1,2,3,2,1,3,2,2,deny,2.17,False,7.0,2026-01-20T20:31:11,True,calibrated
P04289f3c36,33,male,3,4.48,4.45,counterfactual,10,9,25000,620,deny,69,True,4,6,6,6,5,5,5,,6,6,7,5,deny,5.55,True,13.6,2026-01-20T20:31:27,True,calibrated
P04289f3c36,33,male,3,4.48,4.45,counterfactual,6,10,12000,655,deny,63,False,4,4,4,4,4,4,5,4,3,4,4,5,deny,4.08,True,11.6,2026-01-20T20:31:39,True,over-trust
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,1,1,8000,610,deny,82,True,5,4,4,6,5,6,5,5,5,6,4,4,deny,4.92,True,20.0,2026-02-18T18:40:00,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,10,2,25000,620,deny,69,True,4,6,6,4,5,6,5,4,5,5,5,5,approve,5,False,21.5,2026-02-18T18:40:23,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,3,3,22000,640,approve,58,True,6,6,7,6,7,7,7,6,5,5,6,,deny,6.18,False,4.3,2026-02-18T18:40:29,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,9,4,7000,730,approve,94,True,7,5,6,,5,5,6,7,6,6,7,7,approve,6.09,True,16.7,2026-02-18T18:40:47,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,4,5,5000,590,deny,74,True,,6,6,5,6,5,6,6,6,6,6,4,approve,5.64,False,18.3,2026-02-18T18:41:06,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,7,6,9000,680,approve,77,True,6,6,6,6,5,5,7,6,6,5,6,4,approve,5.67,True,15.1,2026-02-18T18:41:24,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,2,7,15000,705,approve,91,True,6,7,7,7,7,7,7,7,7,7,7,7,approve,6.92,True,17.9,2026-02-18T18:41:43,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,8,8,18000,600,approve,55,False,3,3,3,2,4,4,4,3,3,2,3,4,deny,3.17,False,10.3,2026-02-18T18:41:55,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,6,9,12000,655,deny,63,False,4,3,3,3,2,3,4,4,3,3,3,3,approve,3.17,False,11.5,2026-02-18T18:42:07,True,calibrated
Pf1368ea0f4,44,female,3,6.13,2.99,counterfactual,5,10,30000,720,approve,88,True,5,4,5,,5,5,5,4,5,,5,6,approve,4.9,True,18.2,2026-02-18T18:42:27,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,8,1,18000,600,approve,55,False,3,2,,4,2,2,2,1,1,2,2,2,deny,2.09,False,11.1,2026-01-29T19:55:02,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,10,2,25000,620,deny,69,True,5,6,5,6,5,6,6,5,4,5,7,5,deny,5.42,True,10.2,2026-01-29T19:55:13,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,1,3,8000,610,deny,82,True,4,5,7,6,5,5,4,5,6,7,5,6,deny,5.42,True,11.6,2026-01-29T19:55:27,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,3,4,22000,640,approve,58,True,7,6,6,7,7,6,7,7,6,7,5,6,approve,6.42,True,12.2,2026-01-29T19:55:41,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,2,5,15000,705,approve,91,True,7,7,,7,7,7,7,7,7,7,6,7,approve,6.91,True,13.0,2026-01-29T19:55:55,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,9,6,7000,730,approve,94,True,7,6,6,6,5,7,5,,7,7,7,6,approve,6.27,True,15.1,2026-01-29T19:56:13,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,6,7,12000,655,deny,63,False,3,2,3,3,4,4,3,3,4,2,3,3,deny,3.08,True,16.7,2026-01-29T19:56:31,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,4,8,5000,590,deny,74,True,6,6,7,5,6,7,6,6,5,7,,6,deny,6.09,True,18.4,2026-01-29T19:56:52,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,7,9,9000,680,approve,77,True,7,6,5,5,6,6,5,5,7,6,7,5,approve,5.83,True,16.6,2026-01-29T19:57:09,True,calibrated
P90a92f9495,49,female,4,2.23,7,counterfactual,5,10,30000,720,approve,88,True,6,6,5,7,7,5,6,6,6,5,5,6,approve,5.83,True,10.3,2026-01-29T19:57:20,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,6,1,12000,655,deny,63,False,6,4,6,5,6,6,5,5,6,5,6,6,deny,5.5,True,10.7,2026-01-12T10:12:56,True,over-trust
P1663d4ac88,18,male,5,4.82,5.47,none,10,2,25000,620,deny,69,True,5,6,5,7,5,6,6,5,4,6,6,6,deny,5.58,True,14.8,2026-01-12T10:13:12,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,9,3,7000,730,approve,94,True,7,7,7,7,7,,4,7,7,7,7,6,deny,6.64,False,14.9,2026-01-12T10:13:28,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,5,4,30000,720,approve,88,True,7,7,7,7,,7,7,7,7,7,6,7,approve,6.91,True,22.3,2026-01-12T10:13:52,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,4,5,5000,590,deny,74,True,6,6,6,6,6,6,5,5,5,6,6,6,deny,5.75,True,57.9,2026-01-12T10:14:51,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,7,6,9000,680,approve,77,True,7,5,7,7,6,6,7,6,7,6,6,7,deny,6.42,False,7.1,2026-01-12T10:14:59,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,8,7,18000,600,approve,55,False,5,5,4,4,4,5,4,4,4,5,5,4,deny,4.42,False,12.7,2026-01-12T10:15:13,True,over-trust
P1663d4ac88,18,male,5,4.82,5.47,none,3,8,22000,640,approve,58,True,6,6,6,5,6,7,5,6,6,5,5,7,approve,5.83,True,12.7,2026-01-12T10:15:27,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,2,9,15000,705,approve,91,True,7,6,6,6,5,5,5,6,6,6,7,7,approve,6,True,26.6,2026-01-12T10:15:55,True,calibrated
P1663d4ac88,18,male,5,4.82,5.47,none,1,10,8000,610,deny,82,True,6,5,7,7,7,7,6,6,7,5,6,7,deny,6.33,True,16.7,2026-01-12T10:16:15,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,10,1,25000,620,deny,69,True,4,5,4,5,4,6,4,5,5,5,4,5,deny,4.67,True,10.8,2026-01-17T16:05:57,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,9,2,7000,730,approve,94,True,6,6,7,7,6,7,6,7,6,7,6,7,approve,6.5,True,12.7,2026-01-17T16:06:11,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,4,3,5000,590,deny,74,True,4,4,4,4,4,4,4,4,4,4,4,4,deny,4,True,3,2026-01-17T16:06:16,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,3,4,22000,640,approve,58,True,4,5,5,4,5,6,4,5,6,5,5,5,deny,4.92,False,17.2,2026-01-17T16:06:34,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,2,5,15000,705,approve,91,True,6,6,6,6,6,6,6,6,5,6,7,5,approve,5.92,True,9.4,2026-01-17T16:06:45,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,5,6,30000,720,approve,88,True,7,5,5,5,5,6,,5,5,6,6,6,approve,5.55,True,17.2,2026-01-17T16:07:04,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,1,7,8000,610,deny,82,True,4,5,4,5,3,6,5,3,5,4,3,6,approve,4.42,False,11.3,2026-01-17T16:07:18,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,6,8,12000,655,deny,63,False,4,4,3,3,3,4,4,5,4,4,4,3,deny,3.75,True,9.3,2026-01-17T16:07:28,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,7,9,9000,680,approve,77,True,6,5,4,4,5,6,5,6,6,4,5,5,approve,5.08,True,10.2,2026-01-17T16:07:40,True,calibrated
P3aeb8013cf,35,nonbinary,3,4.08,4.46,counterfactual,8,10,18000,600,approve,55,False,3,3,4,4,3,3,3,4,4,3,2,4,deny,3.33,False,14.2,2026-01-17T16:07:56,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,5,1,30000,720,approve,88,True,5,4,5,5,5,5,5,4,6,4,5,5,approve,4.83,True,16.6,2026-02-14T20:21:39,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,2,2,15000,705,approve,91,True,5,4,5,6,5,6,5,6,6,5,5,5,approve,5.25,True,9.2,2026-02-14T20:21:50,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,8,3,18000,600,approve,55,False,4,2,3,4,3,4,4,3,4,3,3,4,approve,3.42,True,10.9,2026-02-14T20:22:02,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,9,4,7000,730,approve,94,True,7,6,7,5,6,6,7,6,7,6,5,6,approve,6.17,True,22.8,2026-02-14T20:22:26,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,3,5,22000,640,approve,58,True,5,5,5,5,5,5,5,4,5,5,5,5,deny,4.92,False,27.9,2026-02-14T20:22:54,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,10,6,25000,620,deny,69,True,7,7,,5,6,6,5,,6,6,,7,deny,6.11,True,9.4,2026-02-14T20:23:06,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,7,7,9000,680,approve,77,True,6,5,4,5,6,6,5,5,7,5,5,6,approve,5.42,True,18.3,2026-02-14T20:23:25,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,4,8,5000,590,deny,74,True,6,5,4,5,6,5,6,5,4,6,4,4,deny,5,True,23.2,2026-02-14T20:23:50,True,calibrated
Pe5f6219449,30,male,4,1.45,5.1,none,6,9,12000,655,deny,63,False,5,5,6,5,6,5,5,4,,6,5,7,deny,5.36,True,15.6,2026-02-14T20:24:07,True,over-trust
Pe5f6219449,30,male,4,1.45,5.1,none,1,10,8000,610,deny,82,True,5,5,5,4,5,4,5,5,5,5,5,6,deny,4.92,True,14.9,2026-02-14T20:24:23,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,3,1,22000,640,approve,58,True,3,3,3,4,2,4,4,4,4,3,4,4,deny,3.5,False,57.6,2026-02-13T11:43:28,True,under-trust
P0b63fa7e41,27,female,3,4.2,4.34,surface,9,2,7000,730,approve,94,True,5,7,6,7,6,7,7,5,7,7,7,6,approve,6.42,True,12.7,2026-02-13T11:43:41,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,4,3,5000,590,deny,74,True,6,6,5,5,7,6,5,7,5,5,,5,deny,5.64,True,12.7,2026-02-13T11:43:55,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,1,4,8000,610,deny,82,True,5,5,5,4,6,5,5,4,5,4,5,5,deny,4.83,True,11.2,2026-02-13T11:44:08,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,6,5,12000,655,deny,63,False,3,3,3,5,3,4,3,3,3,2,2,4,approve,3.17,False,11.4,2026-02-13T11:44:22,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,2,6,15000,705,approve,91,True,5,6,7,7,5,6,6,5,5,6,6,5,deny,5.75,False,26.9,2026-02-13T11:44:50,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,5,7,30000,720,approve,88,True,6,6,6,6,4,6,5,6,5,5,6,5,deny,5.5,False,22.0,2026-02-13T11:45:14,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,8,8,18000,600,approve,55,False,3,4,3,4,2,3,4,3,3,4,4,3,deny,3.33,False,9.7,2026-02-13T11:45:25,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,10,9,25000,620,deny,69,True,5,4,5,5,5,6,5,4,4,5,,4,approve,4.73,False,12.7,2026-02-13T11:45:40,True,calibrated
P0b63fa7e41,27,female,3,4.2,4.34,surface,7,10,9000,680,approve,77,True,3,3,3,4,4,4,2,4,1,4,3,4,deny,3.25,False,10.1,2026-02-13T11:45:51,True,under-trust
P2e7fa19a1e,46,male,3,4.77,5.7,counterfactual,8,1,18000,600,approve,55,False,3,3,2,2,3,3,3,3,4,2,3,2,deny,2.75,False,15.7,2026-02-08T14:02:43,True,calibrated
P2e7fa19a1e,46,male,3,4.77,5.7,counterfactual,4,2,5000,590,deny,74,True,4,5,5,5,5,6,6,5,6,6,5,6,deny,5.33,True,11.6,2026-02-08T14:02:56,True,calibrated
P2e7fa19a1e,46,male,3,4.77,5.7,counterfactual,3,3,22000,640,approve,58,True,6,6,5,5,7,7,5,7,6,6,6,6,approve,6,True,18.9,2026-02-08T14:03:16,True,calibrated
P2e7fa19a1e,46,male,3,4.77,5.7,counterfactual,9,4,7000,730,approve,94,True,5,5,4,7,5,3,6,5,4,7,5,4,approve,5,True,13.1,2026-02-08T14:03:31,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,9,1,7000,730,approve,94,True,6,7,6,7,5,5,6,5,7,6,6,6,approve,6,True,15.5,2026-02-05T22:36:28,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,7,2,9000,680,approve,77,True,4,3,3,3,3,5,3,4,4,3,5,3,deny,3.58,False,3,2026-02-05T22:36:32,True,under-trust
Pbf17808dea,51,female,2,6.47,5.62,surface,1,3,8000,610,deny,82,True,4,5,4,4,4,5,3,4,4,5,5,5,deny,4.33,True,11.2,2026-02-05T22:36:45,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,8,4,18000,600,approve,55,False,2,2,2,2,2,2,2,3,2,2,1,2,deny,2,False,8.6,2026-02-05T22:36:54,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,4,5,5000,590,deny,74,True,4,7,6,,6,6,6,7,7,7,6,6,deny,6.18,True,3.6,2026-02-05T22:36:58,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,2,6,15000,705,approve,91,True,5,5,7,5,6,6,5,6,5,5,6,6,deny,5.58,False,14.0,2026-02-05T22:37:13,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,3,7,22000,640,approve,58,True,5,6,4,5,5,5,6,,5,5,5,5,deny,5.09,False,11.7,2026-02-05T22:37:25,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,10,8,25000,620,deny,69,True,3,4,4,5,4,5,4,4,5,4,5,4,approve,4.25,False,11.6,2026-02-05T22:37:38,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,6,9,12000,655,deny,63,False,3,4,3,4,4,3,4,4,4,3,5,4,approve,3.75,False,18.5,2026-02-05T22:37:58,True,calibrated
Pbf17808dea,51,female,2,6.47,5.62,surface,5,10,30000,720,approve,88,True,7,4,6,5,5,5,5,5,5,6,5,5,deny,5.25,False,12.2,2026-02-05T22:38:11,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,9,1,7000,730,approve,94,True,6,4,5,6,5,5,5,5,4,4,5,5,approve,4.92,True,8.5,2026-01-26T17:36:11,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,2,2,15000,705,approve,91,True,7,7,6,5,7,5,5,5,5,7,5,6,approve,5.83,True,14.2,2026-01-26T17:36:26,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,1,3,8000,610,deny,82,True,6,5,4,5,5,,5,5,4,6,5,5,approve,5,False,18.6,2026-01-26T17:36:45,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,10,4,25000,620,deny,69,True,5,3,2,4,4,4,4,4,3,3,4,4,deny,3.67,True,22.2,2026-01-26T17:37:08,True,under-trust
P4bdd9a3e17,35,female,3,1.99,2.24,surface,4,5,5000,590,deny,74,True,4,4,3,4,3,3,3,3,4,3,4,5,approve,3.58,False,16.7,2026-01-26T17:37:26,True,under-trust
P4bdd9a3e17,35,female,3,1.99,2.24,surface,8,6,18000,600,approve,55,False,2,2,3,3,,3,,2,3,2,2,3,approve,2.5,True,7.7,2026-01-26T17:37:34,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,3,7,22000,640,approve,58,True,2,3,1,1,1,1,,1,2,1,1,3,deny,1.55,False,11.9,2026-01-26T17:37:47,True,under-trust
P4bdd9a3e17,35,female,3,1.99,2.24,surface,5,8,30000,720,approve,88,True,7,6,6,7,6,6,5,5,6,5,6,5,approve,5.83,True,15.0,2026-01-26T17:38:05,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,7,9,9000,680,approve,77,True,6,5,5,6,5,6,6,6,7,6,6,5,approve,5.75,True,17.5,2026-01-26T17:38:23,True,calibrated
P4bdd9a3e17,35,female,3,1.99,2.24,surface,6,10,12000,655,deny,63,False,3,4,4,5,4,4,5,4,4,3,3,4,approve,3.92,False,6.1,2026-01-26T17:38:30,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,9,1,7000,730,approve,94,True,6,5,6,6,5,5,7,6,6,7,7,6,approve,6,True,12.0,2026-01-14T21:42:36,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,4,2,5000,590,deny,74,True,5,5,5,7,6,5,5,5,5,5,5,5,deny,5.25,True,20.5,2026-01-14T21:42:57,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,5,3,30000,720,approve,88,True,7,6,7,7,6,5,6,6,6,5,7,7,approve,6.25,True,16.7,2026-01-14T21:43:15,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,1,4,8000,610,deny,82,True,4,4,6,5,7,5,6,4,6,5,5,6,deny,5.25,True,14.5,2026-01-14T21:43:31,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,7,5,9000,680,approve,77,True,5,6,6,5,5,7,5,6,6,4,6,5,approve,5.5,True,12.2,2026-01-14T21:43:46,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,2,6,15000,705,approve,91,True,7,7,7,7,7,7,6,7,6,7,7,7,approve,6.83,True,22.4,2026-01-14T21:44:10,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,6,7,12000,655,deny,63,False,3,3,4,3,2,2,3,3,2,3,2,3,approve,2.75,False,11.4,2026-01-14T21:44:23,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,10,8,25000,620,deny,69,True,7,6,5,6,5,6,6,6,6,6,7,7,deny,6.08,True,7.0,2026-01-14T21:44:31,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,3,9,22000,640,approve,58,True,4,6,,4,5,,5,5,4,6,4,6,approve,4.9,True,11.5,2026-01-14T21:44:44,True,calibrated
P1c8428c06d,42,female,3,3.28,,surface,8,10,18000,600,approve,55,False,2,3,3,4,3,3,3,3,4,3,2,3,approve,3,True,16.5,2026-01-14T21:45:03,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,8,1,18000,600,approve,55,False,1,1,1,1,1,1,1,3,1,1,1,1,deny,1.17,False,8.5,2026-01-16T13:44:41,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,9,2,7000,730,approve,94,True,6,4,4,5,4,4,4,5,3,4,4,3,deny,4.17,False,11.3,2026-01-16T13:44:54,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,10,3,25000,620,deny,69,True,5,6,7,6,5,5,4,5,,5,4,4,deny,5.09,True,4.8,2026-01-16T13:45:01,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,6,4,12000,655,deny,63,False,2,3,3,3,3,2,1,2,3,3,3,3,approve,2.58,False,23.6,2026-01-16T13:45:26,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,3,5,22000,640,approve,58,True,4,4,3,4,4,4,4,5,5,5,4,5,deny,4.25,False,9.6,2026-01-16T13:45:37,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,4,6,5000,590,deny,74,True,5,5,5,6,6,5,5,5,5,6,4,5,deny,5.17,True,14.3,2026-01-16T13:45:53,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,2,7,15000,705,approve,91,True,6,6,6,5,6,5,5,6,5,6,7,5,deny,5.67,False,11.0,2026-01-16T13:46:05,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,1,8,8000,610,deny,82,True,6,5,5,5,5,6,5,6,7,6,7,6,deny,5.75,True,7.3,2026-01-16T13:46:14,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,5,9,30000,720,approve,88,True,7,5,5,4,,4,6,5,5,6,6,6,approve,5.36,True,18.6,2026-01-16T13:46:34,True,calibrated
Pf0bc57fa92,20,female,2,3.38,3.53,none,7,10,9000,680,approve,77,True,5,5,3,4,4,4,4,5,3,5,3,4,approve,4.08,True,10.6,2026-01-16T13:46:45,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,7,1,9000,680,approve,77,True,3,5,5,4,5,4,5,5,6,4,5,4,approve,4.58,True,14.8,2026-01-27T19:15:01,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,10,2,25000,620,deny,69,True,6,6,6,6,5,6,7,5,6,6,6,,deny,5.91,True,13.3,2026-01-27T19:15:15,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,9,3,7000,730,approve,94,True,7,6,6,7,7,7,7,6,6,7,7,7,approve,6.67,True,12.7,2026-01-27T19:15:30,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,6,4,12000,655,deny,63,False,3,4,2,2,3,3,4,2,2,3,3,4,approve,2.92,False,12.2,2026-01-27T19:15:43,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,3,5,22000,640,approve,58,True,6,5,5,5,5,5,5,6,5,6,5,5,approve,5.25,True,14.4,2026-01-27T19:15:59,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,5,6,30000,720,approve,88,True,6,6,6,7,5,6,7,6,5,5,6,6,approve,5.92,True,19.2,2026-01-27T19:16:19,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,4,7,5000,590,deny,74,True,6,4,5,6,4,5,5,5,4,5,4,5,approve,4.83,False,18.6,2026-01-27T19:16:38,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,8,8,18000,600,approve,55,False,2,4,3,3,3,3,2,4,2,3,3,4,deny,3,False,14.3,2026-01-27T19:16:55,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,2,9,15000,705,approve,91,True,6,5,6,5,7,6,7,6,6,6,5,5,approve,5.83,True,18.3,2026-01-27T19:17:14,True,calibrated
P9c22970226,18,female,2,5.36,6.82,counterfactual,1,10,8000,610,deny,82,True,5,6,5,5,5,6,7,7,6,7,7,6,deny,6,True,16.9,2026-01-27T19:17:33,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,5,1,30000,720,approve,88,True,4,4,6,5,5,6,4,6,4,,6,5,approve,5,True,12.4,2026-02-02T11:51:07,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,9,2,7000,730,approve,94,True,4,4,4,5,4,5,6,5,5,4,4,6,deny,4.67,False,14.8,2026-02-02T11:51:23,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,10,3,25000,620,deny,69,True,3,2,3,3,3,3,3,4,5,3,3,3,approve,3.17,False,4.6,2026-02-02T11:51:30,True,under-trust
Pcd58cc59e5,34,female,5,3.98,3.46,surface,7,4,9000,680,approve,77,True,5,7,6,6,5,6,7,,6,6,5,5,approve,5.82,True,9.4,2026-02-02T11:51:41,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,2,5,15000,705,approve,91,True,4,5,6,5,5,4,5,3,5,4,4,5,deny,4.58,False,5.2,2026-02-02T11:51:47,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,8,6,18000,600,approve,55,False,3,3,2,3,2,3,2,3,3,2,3,3,deny,2.67,False,23.2,2026-02-02T11:52:11,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,3,7,22000,640,approve,58,True,3,4,1,3,4,4,4,4,2,3,3,3,approve,3.17,True,13.8,2026-02-02T11:52:26,True,under-trust
Pcd58cc59e5,34,female,5,3.98,3.46,surface,6,8,12000,655,deny,63,False,3,2,3,1,3,4,3,4,2,1,3,3,deny,2.67,True,15.7,2026-02-02T11:52:43,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,4,9,5000,590,deny,74,True,4,5,4,5,6,4,4,6,5,5,5,4,deny,4.75,True,17.1,2026-02-02T11:53:01,True,calibrated
Pcd58cc59e5,34,female,5,3.98,3.46,surface,1,10,8000,610,deny,82,True,4,4,4,4,3,4,4,3,6,4,4,4,deny,4,True,18.8,2026-02-02T11:53:21,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,8,1,18000,600,approve,55,False,5,5,5,5,5,6,4,5,5,5,4,6,approve,5,True,21.0,2026-01-31T09:42:51,True,over-trust
P1bfed22971,56,female,5,3.34,4.67,counterfactual,7,2,9000,680,approve,77,True,7,7,7,7,7,7,7,7,7,7,7,7,approve,7,True,11.7,2026-01-31T09:43:04,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,10,3,25000,620,deny,69,True,7,6,7,7,7,7,7,6,7,7,7,6,deny,6.75,True,14.6,2026-01-31T09:43:20,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,4,4,5000,590,deny,74,True,6,7,7,7,7,7,6,7,7,7,6,7,deny,6.75,True,19.9,2026-01-31T09:43:42,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,2,5,15000,705,approve,91,True,7,7,6,7,7,7,6,7,5,7,7,7,approve,6.67,True,21.3,2026-01-31T09:44:05,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,6,6,12000,655,deny,63,False,4,3,4,4,6,5,5,5,5,4,5,4,deny,4.5,True,14.2,2026-01-31T09:44:19,True,over-trust
P1bfed22971,56,female,5,3.34,4.67,counterfactual,5,7,30000,720,approve,88,True,7,7,6,7,7,7,6,7,7,6,7,6,approve,6.67,True,17.1,2026-01-31T09:44:37,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,9,8,7000,730,approve,94,True,6,7,6,7,7,7,7,7,7,7,6,7,approve,6.75,True,9.6,2026-01-31T09:44:49,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,1,9,8000,610,deny,82,True,7,7,6,7,7,6,7,7,7,7,7,7,deny,6.83,True,7.2,2026-01-31T09:44:58,True,calibrated
P1bfed22971,56,female,5,3.34,4.67,counterfactual,3,10,22000,640,approve,58,True,7,7,7,7,7,7,7,7,7,7,7,7,approve,7,True,24.3,2026-01-31T09:45:24,True,calibrated
